Date,ticker,name,close,indexed
2018-01-31,FINX,Global X FinTech ETF,19.47496742556285,100.0
2018-02-28,FINX,Global X FinTech ETF,19.21207643563159,98.65010819177964
2018-03-31,FINX,Global X FinTech ETF,20.475228974901842,105.13613978129715
2018-04-30,FINX,Global X FinTech ETF,19.5714136730019,100.4952318806575
2018-05-31,FINX,Global X FinTech ETF,20.086901707572913,103.1421581799764
2018-06-30,FINX,Global X FinTech ETF,20.529531684816725,105.414973161237
2018-07-31,FINX,Global X FinTech ETF,19.30709203750153,99.13799399817755
2018-08-31,FINX,Global X FinTech ETF,19.096519800735514,98.05674835517011
2018-09-30,FINX,Global X FinTech ETF,20.307377395102566,104.27425603006193
2018-10-31,FINX,Global X FinTech ETF,20.230412079738937,103.87905477666932
2018-11-30,FINX,Global X FinTech ETF,20.12073870761509,103.31590429879026
2018-12-31,FINX,Global X FinTech ETF,20.304005861289436,104.25694388909936
2019-01-31,FINX,Global X FinTech ETF,19.902103507741998,102.1932569787947
2019-02-28,FINX,Global X FinTech ETF,19.63071846510704,100.79974993611415
2019-03-31,FINX,Global X FinTech ETF,20.367799162883497,104.5845095286204
2019-04-30,FINX,Global X FinTech ETF,20.038690235379466,102.89460206786623
2019-05-31,FINX,Global X FinTech ETF,19.787310172303354,101.60381652978029
2019-06-30,FINX,Global X FinTech ETF,20.958949645296865,107.61994712138076
2019-07-31,FINX,Global X FinTech ETF,20.78661361073506,106.73503660627715
2019-08-31,FINX,Global X FinTech ETF,21.14764055265147,108.58883658461512
2019-09-30,FINX,Global X FinTech ETF,20.594468522932097,105.74841062840389
2019-10-31,FINX,Global X FinTech ETF,20.924393967740585,107.44251073958264
2019-11-30,FINX,Global X FinTech ETF,20.939701554314247,107.52111208580914
2019-12-31,FINX,Global X FinTech ETF,21.20509616671066,108.88385948659838
2020-01-31,FINX,Global X FinTech ETF,21.980516267081235,112.86548412003812
2020-02-29,FINX,Global X FinTech ETF,21.75254366293698,111.69489112667056
2020-03-31,FINX,Global X FinTech ETF,22.6114385785257,116.10514197238614
2020-04-30,FINX,Global X FinTech ETF,22.92173789939573,117.69846592558943
2020-05-31,FINX,Global X FinTech ETF,24.11236589441376,123.81209871891166
2020-06-30,FINX,Global X FinTech ETF,22.78052131613407,116.97334746877344
2020-07-31,FINX,Global X FinTech ETF,24.326168958088203,124.90993400152065
2020-08-31,FINX,Global X FinTech ETF,24.26906202036451,124.6167014816617
2020-09-30,FINX,Global X FinTech ETF,24.76188480606922,127.14724633411588
2020-10-31,FINX,Global X FinTech ETF,24.518898931731623,125.89956324932338
2020-11-30,FINX,Global X FinTech ETF,25.50401712143067,130.95794495632424
2020-12-31,FINX,Global X FinTech ETF,26.606177367097754,136.61731383526975
2021-01-31,FINX,Global X FinTech ETF,26.698320245640833,137.09044879118315
2021-02-28,FINX,Global X FinTech ETF,27.28365655811367,140.09603180286265
2021-03-31,FINX,Global X FinTech ETF,27.593999910371373,141.6895818482935
2021-04-30,FINX,Global X FinTech ETF,28.79985477446431,147.88140151988964
2021-05-31,FINX,Global X FinTech ETF,28.676840046547007,147.2497458912603
2021-06-30,FINX,Global X FinTech ETF,28.029660161744836,143.92660870360737
2021-07-31,FINX,Global X FinTech ETF,29.19971054869259,149.93457966129915
2021-08-31,FINX,Global X FinTech ETF,28.947997994275582,148.6420868477471
2021-09-30,FINX,Global X FinTech ETF,28.66217160685558,147.17442643438574
2021-10-31,FINX,Global X FinTech ETF,30.346094907755155,155.82103037524396
2021-11-30,FINX,Global X FinTech ETF,31.568648354876476,162.09859387718132
2021-12-31,FINX,Global X FinTech ETF,31.18394034108472,160.12319640726417
2022-01-31,FINX,Global X FinTech ETF,30.801290562727182,158.15836755802425
2022-02-28,FINX,Global X FinTech ETF,31.114351717655204,159.76587296785152
2022-03-31,FINX,Global X FinTech ETF,32.31867845335965,165.94984601072116
2022-04-30,FINX,Global X FinTech ETF,31.97415300557298,164.18077785128256
2022-05-31,FINX,Global X FinTech ETF,32.03647195702234,164.50077300243007
2022-06-30,FINX,Global X FinTech ETF,32.07993686542382,164.72395647407185
2022-07-31,FINX,Global X FinTech ETF,32.19900093802853,165.33532629052883
2022-08-31,FINX,Global X FinTech ETF,32.63638690125668,167.58121432551485
2022-09-30,FINX,Global X FinTech ETF,32.546325328665354,167.11876645269783
2022-10-31,FINX,Global X FinTech ETF,32.398345894350925,166.35892213008194
2022-11-30,FINX,Global X FinTech ETF,31.775113881987934,163.15875240068394
2022-12-31,FINX,Global X FinTech ETF,32.545155381267605,167.11275901056874
2023-01-31,FINX,Global X FinTech ETF,31.928815396037137,163.94797843988877
2023-02-28,FINX,Global X FinTech ETF,32.78866854256836,168.36314960676103
2023-03-31,FINX,Global X FinTech ETF,31.567585266386157,162.09313513382588
2023-04-30,FINX,Global X FinTech ETF,32.08722742907405,164.76139203681717
2023-05-31,FINX,Global X FinTech ETF,32.097776370119504,164.81555870531497
2023-06-30,FINX,Global X FinTech ETF,31.377901779560048,161.11914897671872
2023-07-31,FINX,Global X FinTech ETF,32.83413321146926,168.5966014421732
2023-08-31,FINX,Global X FinTech ETF,32.63117830803355,167.5544692578117
2023-09-30,FINX,Global X FinTech ETF,31.592620958580092,162.22168832545316
2023-10-31,FINX,Global X FinTech ETF,32.12998724402158,164.98095499686303
2023-11-30,FINX,Global X FinTech ETF,31.8500837482752,163.5437074285874
2023-12-31,FINX,Global X FinTech ETF,30.2680862753799,155.42047190102102
2024-01-31,FINX,Global X FinTech ETF,31.612251183885622,162.32248554311508
2024-02-29,FINX,Global X FinTech ETF,31.367166545151626,161.0640257296609
2024-03-31,FINX,Global X FinTech ETF,31.349338440111207,160.97248203333092
2024-04-30,FINX,Global X FinTech ETF,30.67876285049736,157.52921265597809
2024-05-31,FINX,Global X FinTech ETF,30.99202091716804,159.13772916758725
2024-06-30,FINX,Global X FinTech ETF,30.947495927734337,158.9091023952761
2024-07-31,FINX,Global X FinTech ETF,31.541421377041935,161.95878887910567
2024-08-31,FINX,Global X FinTech ETF,31.026503689970173,159.3147911982886
2024-09-30,FINX,Global X FinTech ETF,30.769911248621696,157.99724115704092
2024-10-31,FINX,Global X FinTech ETF,31.45233747161267,161.50136112848293
2024-11-30,FINX,Global X FinTech ETF,30.327406286111678,155.7250681010327
2024-12-31,FINX,Global X FinTech ETF,30.32972276324872,155.73696274037366
2025-01-31,FINX,Global X FinTech ETF,29.537881245547247,151.6710174661233
2025-02-28,FINX,Global X FinTech ETF,31.155197377520782,159.9756071305488
2025-03-31,FINX,Global X FinTech ETF,30.779882572580433,158.04844187918255
2025-04-30,FINX,Global X FinTech ETF,30.685991136446933,157.5663284353867
2025-05-31,FINX,Global X FinTech ETF,30.494711378440417,156.58414575016462
2025-06-30,FINX,Global X FinTech ETF,30.15091624529368,154.81882760798652
2025-07-31,FINX,Global X FinTech ETF,30.14206841912195,154.77339581866238
2025-08-31,FINX,Global X FinTech ETF,29.849701485494908,153.2721510297069
2025-09-30,FINX,Global X FinTech ETF,29.818162265199028,153.11020354293225
2025-10-31,FINX,Global X FinTech ETF,29.894210496336143,153.50069575519288
2025-11-30,FINX,Global X FinTech ETF,30.57285560790178,156.98540048786853
2025-12-31,FINX,Global X FinTech ETF,30.047388227991174,154.28723227824742
2026-01-31,FINX,Global X FinTech ETF,29.69556408802026,152.48068681769323
2026-02-28,FINX,Global X FinTech ETF,29.392911373388504,150.9266266335694
2026-03-31,FINX,Global X FinTech ETF,29.32539517094614,150.57994465476546
2026-04-30,FINX,Global X FinTech ETF,30.406913150499708,156.13331969216844
2026-05-31,FINX,Global X FinTech ETF,29.82385166840127,153.13941747216725
2026-06-30,FINX,Global X FinTech ETF,29.571411492170522,151.84318846846995
2026-07-31,FINX,Global X FinTech ETF,29.333752881438286,150.62285979967695
2018-01-31,KBWB,Invesco KBW Bank ETF,39.41829850605973,100.0
2018-02-28,KBWB,Invesco KBW Bank ETF,39.992586090869224,101.45690607300367
2018-03-31,KBWB,Invesco KBW Bank ETF,40.51517133138978,102.78264883797922
2018-04-30,KBWB,Invesco KBW Bank ETF,39.933391583311874,101.30673594948031
2018-05-31,KBWB,Invesco KBW Bank ETF,40.06618590186806,101.64362090796165
2018-06-30,KBWB,Invesco KBW Bank ETF,40.118077562309054,101.77526449078402
2018-07-31,KBWB,Invesco KBW Bank ETF,40.330602768194844,102.31441816798579
2018-08-31,KBWB,Invesco KBW Bank ETF,39.52468439212403,100.26988959467124
2018-09-30,KBWB,Invesco KBW Bank ETF,40.246761450102355,102.10172172681494
2018-10-31,KBWB,Invesco KBW Bank ETF,39.9780917227647,101.42013541406136
2018-11-30,KBWB,Invesco KBW Bank ETF,40.88559379195109,103.72237093304723
2018-12-31,KBWB,Invesco KBW Bank ETF,40.09276965822993,101.71106104964555
2019-01-31,KBWB,Invesco KBW Bank ETF,40.797631750477855,103.49922065815723
2019-02-28,KBWB,Invesco KBW Bank ETF,41.298091326193955,104.76883298208635
2019-03-31,KBWB,Invesco KBW Bank ETF,40.40094922804248,102.49287959963996
2019-04-30,KBWB,Invesco KBW Bank ETF,40.2732585211886,102.16894195724211
2019-05-31,KBWB,Invesco KBW Bank ETF,40.67972591679512,103.20010619063498
2019-06-30,KBWB,Invesco KBW Bank ETF,40.58578582855986,102.9617902516027
2019-07-31,KBWB,Invesco KBW Bank ETF,40.08469955853845,101.6905880713656
2019-08-31,KBWB,Invesco KBW Bank ETF,40.79761223331294,103.49917114520093
2019-09-30,KBWB,Invesco KBW Bank ETF,41.55045457405842,105.40905150350648
2019-10-31,KBWB,Invesco KBW Bank ETF,40.378003051150124,102.43466760733688
2019-11-30,KBWB,Invesco KBW Bank ETF,40.357702118354865,102.38316631589444
2019-12-31,KBWB,Invesco KBW Bank ETF,39.87538718474978,101.15958500496866
2020-01-31,KBWB,Invesco KBW Bank ETF,40.48170973072387,102.69776034219403
2020-02-29,KBWB,Invesco KBW Bank ETF,39.60766201234101,100.48039492686924
2020-03-31,KBWB,Invesco KBW Bank ETF,39.57058020369719,100.38632235131624
2020-04-30,KBWB,Invesco KBW Bank ETF,40.640157777510126,103.09972606063289
2020-05-31,KBWB,Invesco KBW Bank ETF,39.40703548805418,99.9714269300492
2020-06-30,KBWB,Invesco KBW Bank ETF,40.243190122119486,102.09266165035751
2020-07-31,KBWB,Invesco KBW Bank ETF,40.291341663613565,102.21481695213107
2020-08-31,KBWB,Invesco KBW Bank ETF,39.47045647070898,100.13231916806667
2020-09-30,KBWB,Invesco KBW Bank ETF,39.41568784496563,99.99337703251273
2020-10-31,KBWB,Invesco KBW Bank ETF,39.901980801682235,101.22705016186366
